66,589,52,625,43,593,47,71,65
52,625,66,589,60,629,47,68,63
66,589,84,617,60,629,60,70,68
94,636,114,640,82,673,100,84,1
114,640,94,636,107,626,89,77,2
94,636,84,617,107,626,82,76,17
60,629,94,636,82,673,93,82,5
84,617,94,636,60,629,70,72,24
84,617,109,621,107,626,68,66,33
109,621,114,640,107,626,90,79,10
109,621,129,608,114,640,85,80,29
700,113,715,138,711,145,229,199,166
791,92,808,50,827,46,198,120,0
808,50,802,44,827,46,196,116,0
918,250,899,221,939,234,226,169,110
899,221,918,250,894,261,227,175,122
872,113,883,118,861,160,212,150,82
827,46,872,113,814,119,202,125,16
943,190,958,216,939,234,222,161,93
899,221,943,190,939,234,224,166,105
958,216,966,202,978,219,222,159,87
1011,163,966,202,948,179,215,141,45
966,202,943,190,948,179,217,147,66
943,190,966,202,958,216,221,156,85
1008,218,966,202,1011,163,219,152,74
1008,249,1008,218,1010,260,226,163,90
966,83,937,72,980,54,208,154,106
937,72,934,64,980,54,201,135,69
915,413,909,475,893,405,52,100,93
909,475,915,413,933,440,34,73,65
941,399,915,413,890,384,169,167,163
915,413,893,405,890,384,191,188,183
993,488,991,510,966,511,22,58,49
845,390,843,376,881,366,162,140,130
843,376,839,361,881,366,158,133,122
745,316,784,331,738,330,146,115,96
784,331,745,316,749,311,148,117,98
784,331,771,296,790,308,166,154,153
771,296,784,331,749,311,168,157,156
865,339,847,342,850,311,175,169,172
839,361,847,342,865,339,174,170,177
958,216,980,237,939,234,227,180,135
980,237,958,216,978,219,224,172,120
963,277,980,237,1010,260,229,170,105
980,237,1008,249,1010,260,227,166,97
938,245,930,249,939,234,226,171,111
980,237,938,245,939,234,226,173,118
938,245,980,237,963,277,228,170,108
939,263,959,278,908,286,232,202,177
918,250,939,263,908,286,234,197,159
930,249,939,263,918,250,229,171,108
938,245,939,263,930,249,229,171,107
939,263,963,277,959,278,233,197,164
939,263,938,245,963,277,230,176,120
631,418,612,478,613,414,185,191,196
646,495,671,486,653,511,20,42,31
648,514,646,495,653,511,21,40,29
631,418,646,495,612,478,117,144,144
646,495,631,418,671,486,92,122,118
646,495,631,524,612,478,25,57,45
631,524,646,495,648,514,22,42,31
673,544,689,525,720,556,56,64,22
689,525,734,542,720,556,54,64,26
734,542,689,525,728,500,29,50,41
631,418,679,425,671,486,182,197,200
679,425,674,381,717,408,154,144,143
679,425,696,450,671,486,124,152,153
640,528,631,524,648,514,23,40,32
580,616,603,683,565,658,184,172,144
564,631,580,616,565,658,185,173,148
735,580,725,589,720,556,87,73,1
735,580,734,542,789,535,72,74,20
699,579,658,591,673,544,97,86,24
577,835,521,823,547,780,159,121,26
589,880,577,835,613,865,23,61,55
577,835,589,880,559,883,27,67,63
